221,OPEN,85370552929696,14794,14789,14794,3,557056,getconf,/etc/ld.so.cache
222,OPEN,85370552987390,14794,14789,14794,3,557056,getconf,/lib/x86_64-linux-gnu/libc.so.6
223,OPEN,85370553287088,14794,14789,14794,-2,557056,getconf,/usr/lib/locale/locale-archive
224,OPEN,85370553336411,14794,14789,14794,-2,557056,getconf,/usr/share/locale/locale.alias
225,OPEN,85370553374431,14794,14789,14794,3,557056,getconf,/usr/lib/locale/C.UTF-8/LC_CTYPE
226,OPEN,85370553432607,14794,14789,14794,3,32768,getconf,/usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
227,OPEN,85370553493406,14794,14789,14794,3,557056,getconf,/usr/lib/locale/C.UTF-8/LC_MESSAGES
228,OPEN,85370553541042,14794,14789,14794,3,557056,getconf,/usr/lib/locale/C.UTF-8/LC_MESSAGES/SYS_LC_MESSAGES
229,EXIT,85370553643059,14794,14789,14794,0,0,getconf,
230,CLONE,85370554168373,14789,14783,14789,0,0,skipper,
231,FORK,85370554225815,14789,14783,14789,0,0,skipper,
232,CLONE,85370554309936,14795,14783,14789,0,0,skipper,
233,FORK,85370554353201,14795,14783,14789,0,0,skipper,
234,OPEN,85370654531260,14796,14783,14789,3,557056,skipper,/etc/nsswitch.conf
235,OPEN,85370654688356,14796,14783,14789,3,557056,skipper,/etc/resolv.conf
236,OPEN,85370654816656,14796,14783,14789,3,557056,skipper,/etc/hosts
237,OPEN,85370655256397,14796,14783,14789,5,557056,skipper,/changes
238,OPEN,85370655760494,14796,14783,14789,7,557056,skipper,/proc/97
239,OPEN,85370655824666,14796,14783,14789,7,557056,skipper,/proc/97/cmdline
240,OPEN,85370655926920,14796,14783,14789,7,557056,skipper,/proc/97/stat
241,OPEN,85370656032203,14796,14783,14789,7,557056,skipper,/proc/modules
242,OPEN,85370656300088,14796,14783,14789,7,557056,skipper,/proc/cpuinfo
243,OPEN,85370656442986,14796,14783,14789,7,557056,skipper,/proc/self/status
244,OPEN,85370656556618,14796,14783,14789,7,557056,skipper,/proc/self/cgroup
245,OPEN,85370656680494,14796,14783,14789,7,557056,skipper,/etc/os-release
246,OPEN,85370656763035,14796,14783,14789,7,557056,skipper,/proc/uptime
247,OPEN,85370656851045,14796,14783,14789,7,557056,skipper,/proc/91
248,OPEN,85370656921163,14796,14783,14789,7,557056,skipper,/proc/91/cmdline
249,OPEN,85370656986708,14796,14783,14789,7,557056,skipper,/proc/91/stat
250,OPEN,85370657077568,14796,14783,14789,7,557056,skipper,/proc/66
